subject,block,blockType,trialCount,acc,RT,congruency,cuedTask,taskSequence,sequenceType,sequenceKind,sequencePosition,switchProp,incongruentProp
sub50,1,D,47,1,1044,i,p,r,s,4,3,75%,25%
sub50,1,D,48,0,921,i,p,r,s,4,4,75%,25%
sub50,1,D,56,1,732,c,m,s,s,3,2,75%,25%
sub50,1,D,57,0,NA,i,m,r,s,3,3,75%,25%
sub50,1,D,58,0,NA,c,p,s,s,3,4,75%,25%
sub50,1,D,66,1,798,c,m,s,s,3,2,75%,25%
sub50,1,D,67,1,841,i,m,r,s,3,3,75%,25%
sub50,1,D,68,1,775,c,p,s,s,3,4,75%,25%
sub50,1,D,76,1,826,c,p,r,s,1,2,75%,25%
sub50,1,D,77,1,1098,i,m,s,s,1,3,75%,25%
sub50,1,D,78,1,869,c,m,r,s,1,4,75%,25%
sub50,1,D,85,1,919,c,p,s,s,3,2,75%,25%
sub50,1,D,86,1,996,i,p,r,s,3,3,75%,25%
sub50,1,D,87,1,837,c,m,s,s,3,4,75%,25%
sub50,1,D,95,1,1060,c,m,s,s,4,2,75%,25%
sub50,1,D,96,0,931,i,m,r,s,4,3,75%,25%
sub50,1,D,97,0,1338,i,m,r,s,4,4,75%,25%
sub50,1,D,105,1,814,c,p,r,s,1,2,75%,25%
sub50,1,D,106,1,1174,i,m,s,s,1,3,75%,25%
sub50,1,D,107,1,1446,c,m,r,s,1,4,75%,25%
sub50,1,D,115,1,814,c,p,s,s,4,2,75%,25%
sub50,1,D,116,0,773,i,p,r,s,4,3,75%,25%
sub50,1,D,117,1,1043,i,p,r,s,4,4,75%,25%
sub50,1,D,125,1,1050,c,m,s,s,4,2,75%,25%
sub50,1,D,126,1,1058,i,m,r,s,4,3,75%,25%
sub50,1,D,127,1,724,i,m,r,s,4,4,75%,25%
sub50,1,D,134,1,1195,c,m,s,s,3,2,75%,25%
sub50,1,D,135,1,888,i,m,r,s,3,3,75%,25%
sub50,1,D,136,1,887,c,p,s,s,3,4,75%,25%
sub50,1,D,143,1,858,c,m,r,s,2,2,75%,25%
sub50,1,D,144,0,962,i,p,s,s,2,3,75%,25%
sub50,1,D,145,0,835,i,m,s,s,2,4,75%,25%
sub50,1,D,153,1,859,c,p,r,s,2,2,75%,25%
sub50,1,D,154,1,983,i,m,s,s,2,3,75%,25%
sub50,1,D,155,0,974,i,p,s,s,2,4,75%,25%
sub50,2,A,167,1,947,c,p,r,s,1,2,25%,75%
sub50,2,A,168,1,837,i,m,s,s,1,3,25%,75%
sub50,2,A,169,1,825,c,m,r,s,1,4,25%,75%
sub50,2,A,177,1,929,c,m,r,s,2,2,25%,75%
sub50,2,A,178,0,845,i,p,s,s,2,3,25%,75%
sub50,2,A,179,1,1139,i,m,s,s,2,4,25%,75%
sub50,2,A,186,1,979,c,p,r,s,1,2,25%,75%
sub50,2,A,187,1,1204,i,m,s,s,1,3,25%,75%
sub50,2,A,188,1,994,c,m,r,s,1,4,25%,75%
sub50,2,A,196,1,1042,c,p,r,s,2,2,25%,75%
sub50,2,A,197,0,NA,i,m,s,s,2,3,25%,75%
sub50,2,A,198,0,NA,i,p,s,s,2,4,25%,75%
sub50,2,A,206,1,939,c,m,s,s,4,2,25%,75%
sub50,2,A,207,1,1010,i,m,r,s,4,3,25%,75%
sub50,2,A,208,1,986,i,m,r,s,4,4,25%,75%
sub50,2,A,216,1,875,c,p,s,s,3,2,25%,75%
sub50,2,A,217,0,1076,i,p,r,s,3,3,25%,75%
sub50,2,A,218,1,993,c,m,s,s,3,4,25%,75%
sub50,2,A,226,1,1209,c,m,s,s,3,2,25%,75%
sub50,2,A,227,1,1214,i,m,r,s,3,3,25%,75%
sub50,2,A,228,0,NA,c,p,s,s,3,4,25%,75%
sub50,2,A,236,1,1092,c,m,r,s,1,2,25%,75%
sub50,2,A,237,0,1257,i,p,s,s,1,3,25%,75%
sub50,2,A,238,1,1092,c,p,r,s,1,4,25%,75%
sub50,2,A,246,1,1295,c,m,s,s,3,2,25%,75%
sub50,2,A,247,0,830,i,m,r,s,3,3,25%,75%
sub50,2,A,248,1,1150,c,p,s,s,3,4,25%,75%
sub50,2,A,256,1,1271,c,m,s,s,4,2,25%,75%
sub50,2,A,257,1,1436,i,m,r,s,4,3,25%,75%
sub50,2,A,258,1,1216,i,m,r,s,4,4,25%,75%
sub50,2,A,266,1,1140,c,m,r,s,1,2,25%,75%
sub50,2,A,267,0,1005,i,p,s,s,1,3,25%,75%
sub50,2,A,268,1,764,c,p,r,s,1,4,25%,75%
sub50,2,A,276,1,1238,c,m,s,s,4,2,25%,75%
sub50,2,A,277,0,1435,i,m,r,s,4,3,25%,75%
sub50,2,A,278,1,1103,i,m,r,s,4,4,25%,75%
sub50,2,A,284,1,1039,c,m,s,s,4,2,25%,75%
sub50,2,A,285,1,1260,i,m,r,s,4,3,25%,75%
sub50,2,A,286,1,1035,i,m,r,s,4,4,25%,75%
sub50,2,A,294,1,1012,c,p,s,s,3,2,25%,75%
sub50,2,A,295,0,874,i,p,r,s,3,3,25%,75%
sub50,2,A,296,1,1272,c,m,s,s,3,4,25%,75%
sub50,2,A,304,1,859,c,p,r,s,2,2,25%,75%
sub50,2,A,305,1,1173,i,m,s,s,2,3,25%,75%
sub50,2,A,306,1,1159,i,p,s,s,2,4,25%,75%
sub50,2,A,313,1,863,c,p,r,s,2,2,25%,75%
sub50,2,A,314,1,999,i,m,s,s,2,3,25%,75%
sub50,2,A,315,1,1252,i,p,s,s,2,4,25%,75%
sub50,3,C,327,1,1093,c,p,r,s,1,2,25%,25%
sub50,3,C,328,1,1374,i,m,s,s,1,3,25%,25%
sub50,3,C,329,1,748,c,m,r,s,1,4,25%,25%
sub50,3,C,337,1,826,c,m,r,s,2,2,25%,25%
sub50,3,C,338,1,1109,i,p,s,s,2,3,25%,25%
sub50,3,C,339,1,904,i,m,s,s,2,4,25%,25%
sub50,3,C,347,1,1092,c,m,r,s,1,2,25%,25%
sub50,3,C,348,0,782,i,p,s,s,1,3,25%,25%
sub50,3,C,349,1,1093,c,p,r,s,1,4,25%,25%
sub50,3,C,356,1,810,c,m,r,s,2,2,25%,25%
sub50,3,C,357,1,1131,i,p,s,s,2,3,25%,25%
sub50,3,C,358,1,1159,i,m,s,s,2,4,25%,25%
sub50,3,C,366,1,892,c,m,s,s,4,2,25%,25%
sub50,3,C,367,1,977,i,m,r,s,4,3,25%,25%
sub50,3,C,368,1,1269,i,m,r,s,4,4,25%,25%
sub50,3,C,375,1,1068,c,m,s,s,3,2,25%,25%
sub50,3,C,376,0,982,i,m,r,s,3,3,25%,25%
sub50,3,C,377,1,986,c,p,s,s,3,4,25%,25%
sub50,3,C,384,1,786,c,m,s,s,3,2,25%,25%
sub50,3,C,385,1,1039,i,m,r,s,3,3,25%,25%
sub50,3,C,386,1,811,c,p,s,s,3,4,25%,25%
sub50,3,C,394,1,1094,c,p,r,s,1,2,25%,25%
sub50,3,C,395,1,1090,i,m,s,s,1,3,25%,25%
sub50,3,C,396,1,955,c,m,r,s,1,4,25%,25%
sub50,3,C,404,1,903,c,m,s,s,3,2,25%,25%
sub50,3,C,405,0,1045,i,m,r,s,3,3,25%,25%
sub50,3,C,406,1,802,c,p,s,s,3,4,25%,25%
sub50,3,C,414,1,935,c,p,s,s,4,2,25%,25%
sub50,3,C,415,0,1186,i,p,r,s,4,3,25%,25%
sub50,3,C,416,1,1163,i,p,r,s,4,4,25%,25%
sub50,3,C,424,1,876,c,m,r,s,1,2,25%,25%
sub50,3,C,425,0,921,i,p,s,s,1,3,25%,25%
sub50,3,C,426,1,853,c,p,r,s,1,4,25%,25%
sub50,3,C,434,1,935,c,m,s,s,4,2,25%,25%
sub50,3,C,435,1,989,i,m,r,s,4,3,25%,25%
sub50,3,C,436,0,1239,i,m,r,s,4,4,25%,25%
sub50,3,C,443,1,1226,c,m,s,s,4,2,25%,25%
sub50,3,C,444,1,1033,i,m,r,s,4,3,25%,25%
sub50,3,C,445,1,988,i,m,r,s,4,4,25%,25%
sub50,3,C,453,1,1100,c,m,s,s,3,2,25%,25%
sub50,3,C,454,0,1375,i,m,r,s,3,3,25%,25%
sub50,3,C,455,1,1240,c,p,s,s,3,4,25%,25%
sub50,3,C,463,1,887,c,m,r,s,2,2,25%,25%
sub50,3,C,464,1,1080,i,p,s,s,2,3,25%,25%
sub50,3,C,465,1,965,i,m,s,s,2,4,25%,25%
sub50,3,C,473,1,998,c,m,r,s,2,2,25%,25%
sub50,3,C,474,0,905,i,p,s,s,2,3,25%,25%
sub50,3,C,475,1,850,i,m,s,s,2,4,25%,25%
sub50,4,B,486,1,817,c,m,r,s,1,2,75%,75%
sub50,4,B,487,1,1193,i,p,s,s,1,3,75%,75%
sub50,4,B,488,1,1297,c,p,r,s,1,4,75%,75%
sub50,4,B,496,1,874,c,m,r,s,2,2,75%,75%
sub50,4,B,497,0,1240,i,p,s,s,2,3,75%,75%
sub50,4,B,498,1,1124,i,m,s,s,2,4,75%,75%
sub50,4,B,506,1,1287,c,m,r,s,1,2,75%,75%
sub50,4,B,507,1,1024,i,p,s,s,1,3,75%,75%
sub50,4,B,508,1,1320,c,p,r,s,1,4,75%,75%
sub50,4,B,515,0,NA,c,p,r,s,2,2,75%,75%
sub50,4,B,516,0,352,i,m,s,s,2,3,75%,75%
sub50,4,B,517,1,1313,i,p,s,s,2,4,75%,75%
sub50,4,B,525,1,1019,c,p,s,s,4,2,75%,75%
sub50,4,B,526,0,1451,i,p,r,s,4,3,75%,75%
sub50,4,B,527,0,1140,i,p,r,s,4,4,75%,75%
sub50,4,B,535,1,839,c,m,s,s,3,2,75%,75%
sub50,4,B,536,1,1331,i,m,r,s,3,3,75%,75%
sub50,4,B,537,1,966,c,p,s,s,3,4,75%,75%
sub50,4,B,545,1,1270,c,p,s,s,3,2,75%,75%
sub50,4,B,546,1,1034,i,p,r,s,3,3,75%,75%
sub50,4,B,547,1,1028,c,m,s,s,3,4,75%,75%
sub50,4,B,554,1,846,c,m,r,s,1,2,75%,75%
sub50,4,B,555,1,1265,i,p,s,s,1,3,75%,75%
sub50,4,B,556,1,1026,c,p,r,s,1,4,75%,75%
sub50,4,B,564,1,905,c,p,s,s,3,2,75%,75%
sub50,4,B,565,1,1046,i,p,r,s,3,3,75%,75%
sub50,4,B,566,1,1251,c,m,s,s,3,4,75%,75%
sub50,4,B,574,1,1127,c,m,s,s,4,2,75%,75%
sub50,4,B,575,1,969,i,m,r,s,4,3,75%,75%
sub50,4,B,576,0,1243,i,m,r,s,4,4,75%,75%
sub50,4,B,584,1,986,c,p,r,s,1,2,75%,75%
sub50,4,B,585,1,1290,i,m,s,s,1,3,75%,75%
sub50,4,B,586,1,944,c,m,r,s,1,4,75%,75%
sub50,4,B,593,1,992,c,p,s,s,4,2,75%,75%
sub50,4,B,594,0,886,i,p,r,s,4,3,75%,75%
sub50,4,B,595,1,989,i,p,r,s,4,4,75%,75%
sub50,4,B,603,1,936,c,p,s,s,4,2,75%,75%
sub50,4,B,604,1,1288,i,p,r,s,4,3,75%,75%
sub50,4,B,605,0,1450,i,p,r,s,4,4,75%,75%
sub50,4,B,613,1,1215,c,m,s,s,3,2,75%,75%
sub50,4,B,614,1,1056,i,m,r,s,3,3,75%,75%
sub50,4,B,615,1,1178,c,p,s,s,3,4,75%,75%
sub50,4,B,622,1,1141,c,p,r,s,2,2,75%,75%
sub50,4,B,623,1,1028,i,m,s,s,2,3,75%,75%
sub50,4,B,624,0,1219,i,p,s,s,2,4,75%,75%
sub50,4,B,632,1,906,c,m,r,s,2,2,75%,75%
sub50,4,B,633,0,804,i,p,s,s,2,3,75%,75%
sub50,4,B,634,1,938,i,m,s,s,2,4,75%,75%
sub51,1,B,7,1,1222,c,p,s,s,4,2,75%,75%
sub51,1,B,8,1,852,i,p,r,s,4,3,75%,75%
sub51,1,B,9,1,1274,i,p,r,s,4,4,75%,75%
sub51,1,B,17,1,858,c,m,r,s,2,2,75%,75%
sub51,1,B,18,0,1112,i,p,s,s,2,3,75%,75%
sub51,1,B,19,1,1047,i,m,s,s,2,4,75%,75%
sub51,1,B,27,1,847,c,p,r,s,2,2,75%,75%
sub51,1,B,28,1,1056,i,m,s,s,2,3,75%,75%
sub51,1,B,29,1,1120,i,p,s,s,2,4,75%,75%
sub51,1,B,37,1,824,c,m,s,s,3,2,75%,75%
sub51,1,B,38,1,861,i,m,r,s,3,3,75%,75%
sub51,1,B,39,1,883,c,p,s,s,3,4,75%,75%
sub51,1,B,47,1,758,c,p,s,s,3,2,75%,75%
sub51,1,B,48,1,770,i,p,r,s,3,3,75%,75%
sub51,1,B,49,1,935,c,m,s,s,3,4,75%,75%
sub51,1,B,57,1,714,c,m,s,s,4,2,75%,75%
sub51,1,B,58,0,917,i,m,r,s,4,3,75%,75%
sub51,1,B,59,1,688,i,m,r,s,4,4,75%,75%
sub51,1,B,65,1,810,c,m,r,s,2,2,75%,75%
sub51,1,B,66,1,1132,i,p,s,s,2,3,75%,75%
sub51,1,B,67,1,909,i,m,s,s,2,4,75%,75%
sub51,1,B,75,1,875,c,p,r,s,1,2,75%,75%
sub51,1,B,76,1,1085,i,m,s,s,1,3,75%,75%
sub51,1,B,77,1,703,c,m,r,s,1,4,75%,75%
sub51,1,B,85,1,785,c,m,s,s,4,2,75%,75%
sub51,1,B,86,0,713,i,m,r,s,4,3,75%,75%
sub51,1,B,87,1,722,i,m,r,s,4,4,75%,75%
sub51,1,B,94,1,1234,c,p,s,s,3,2,75%,75%
sub51,1,B,95,1,759,i,p,r,s,3,3,75%,75%
sub51,1,B,96,1,811,c,m,s,s,3,4,75%,75%
sub51,1,B,104,1,828,c,p,r,s,1,2,75%,75%
sub51,1,B,105,1,912,i,m,s,s,1,3,75%,75%
sub51,1,B,106,1,854,c,m,r,s,1,4,75%,75%
sub51,1,B,114,1,783,c,m,s,s,3,2,75%,75%
sub51,1,B,115,1,922,i,m,r,s,3,3,75%,75%
sub51,1,B,116,1,972,c,p,s,s,3,4,75%,75%
sub51,1,B,124,1,907,c,p,r,s,1,2,75%,75%
sub51,1,B,125,1,861,i,m,s,s,1,3,75%,75%
sub51,1,B,126,1,765,c,m,r,s,1,4,75%,75%
sub51,1,B,134,1,846,c,p,r,s,2,2,75%,75%
sub51,1,B,135,0,851,i,m,s,s,2,3,75%,75%
sub51,1,B,136,1,771,i,p,s,s,2,4,75%,75%
sub51,1,B,142,1,759,c,m,s,s,4,2,75%,75%
sub51,1,B,143,1,1021,i,m,r,s,4,3,75%,75%
sub51,1,B,144,1,766,i,m,r,s,4,4,75%,75%
sub51,1,B,152,1,1008,c,p,r,s,1,2,75%,75%
sub51,1,B,153,1,1059,i,m,s,s,1,3,75%,75%
sub51,1,B,154,1,943,c,m,r,s,1,4,75%,75%
sub51,2,C,167,1,894,c,m,s,s,4,2,25%,25%
sub51,2,C,168,1,1126,i,m,r,s,4,3,25%,25%
sub51,2,C,169,1,813,i,m,r,s,4,4,25%,25%
sub51,2,C,177,1,794,c,m,r,s,2,2,25%,25%
sub51,2,C,178,1,978,i,p,s,s,2,3,25%,25%
sub51,2,C,179,1,920,i,m,s,s,2,4,25%,25%
sub51,2,C,187,1,779,c,p,r,s,2,2,25%,25%
sub51,2,C,188,1,934,i,m,s,s,2,3,25%,25%
sub51,2,C,189,1,907,i,p,s,s,2,4,25%,25%
sub51,2,C,197,1,951,c,m,s,s,3,2,25%,25%
sub51,2,C,198,1,1089,i,m,r,s,3,3,25%,25%
sub51,2,C,199,1,859,c,p,s,s,3,4,25%,25%
sub51,2,C,207,1,1225,c,p,s,s,3,2,25%,25%
sub51,2,C,208,1,905,i,p,r,s,3,3,25%,25%
sub51,2,C,209,1,893,c,m,s,s,3,4,25%,25%
sub51,2,C,217,1,1250,c,p,s,s,4,2,25%,25%
sub51,2,C,218,1,813,i,p,r,s,4,3,25%,25%
sub51,2,C,219,1,875,i,p,r,s,4,4,25%,25%
sub51,2,C,226,1,903,c,p,r,s,2,2,25%,25%
sub51,2,C,227,1,1028,i,m,s,s,2,3,25%,25%
sub51,2,C,228,1,1180,i,p,s,s,2,4,25%,25%
sub51,2,C,236,1,858,c,p,r,s,1,2,25%,25%
sub51,2,C,237,1,919,i,m,s,s,1,3,25%,25%
sub51,2,C,238,1,785,c,m,r,s,1,4,25%,25%
sub51,2,C,245,1,854,c,m,s,s,4,2,25%,25%
sub51,2,C,246,1,890,i,m,r,s,4,3,25%,25%
sub51,2,C,247,1,1043,i,m,r,s,4,4,25%,25%
sub51,2,C,255,1,843,c,m,s,s,3,2,25%,25%
sub51,2,C,256,0,763,i,m,r,s,3,3,25%,25%
sub51,2,C,257,1,912,c,p,s,s,3,4,25%,25%
sub51,2,C,265,1,834,c,m,r,s,1,2,25%,25%
sub51,2,C,266,1,989,i,p,s,s,1,3,25%,25%
sub51,2,C,267,1,798,c,p,r,s,1,4,25%,25%
sub51,2,C,275,0,953,c,m,s,s,3,2,25%,25%
sub51,2,C,276,1,893,i,m,r,s,3,3,25%,25%
sub51,2,C,277,1,885,c,p,s,s,3,4,25%,25%
sub51,2,C,284,1,764,c,p,r,s,1,2,25%,25%
sub51,2,C,285,1,1093,i,m,s,s,1,3,25%,25%
sub51,2,C,286,1,823,c,m,r,s,1,4,25%,25%
sub51,2,C,294,1,916,c,p,r,s,2,2,25%,25%
sub51,2,C,295,1,1006,i,m,s,s,2,3,25%,25%
sub51,2,C,296,1,1310,i,p,s,s,2,4,25%,25%
sub51,2,C,302,1,999,c,p,s,s,4,2,25%,25%
sub51,2,C,303,1,922,i,p,r,s,4,3,25%,25%
sub51,2,C,304,1,831,i,p,r,s,4,4,25%,25%
sub51,2,C,312,1,1181,c,p,r,s,1,2,25%,25%
sub51,2,C,313,1,1188,i,m,s,s,1,3,25%,25%
sub51,2,C,314,1,803,c,m,r,s,1,4,25%,25%
sub51,3,A,326,1,1093,c,p,s,s,4,2,25%,75%
sub51,3,A,327,1,816,i,p,r,s,4,3,25%,75%
sub51,3,A,328,1,832,i,p,r,s,4,4,25%,75%
sub51,3,A,336,0,757,c,m,r,s,2,2,25%,75%
sub51,3,A,337,1,948,i,p,s,s,2,3,25%,75%
sub51,3,A,338,0,805,i,m,s,s,2,4,25%,75%
sub51,3,A,346,1,1041,c,p,r,s,2,2,25%,75%
sub51,3,A,347,0,NA,i,m,s,s,2,3,25%,75%
sub51,3,A,348,1,1212,i,p,s,s,2,4,25%,75%
sub51,3,A,356,1,1150,c,m,s,s,3,2,25%,75%
sub51,3,A,357,1,1261,i,m,r,s,3,3,25%,75%
sub51,3,A,358,1,763,c,p,s,s,3,4,25%,75%
sub51,3,A,365,1,979,c,m,s,s,3,2,25%,75%
sub51,3,A,366,0,871,i,m,r,s,3,3,25%,75%
sub51,3,A,367,1,795,c,p,s,s,3,4,25%,75%
sub51,3,A,375,1,1068,c,p,s,s,4,2,25%,75%
sub51,3,A,376,1,807,i,p,r,s,4,3,25%,75%
sub51,3,A,377,1,829,i,p,r,s,4,4,25%,75%
sub51,3,A,385,1,783,c,p,r,s,2,2,25%,75%
sub51,3,A,386,0,741,i,m,s,s,2,3,25%,75%
sub51,3,A,387,1,1112,i,p,s,s,2,4,25%,75%
sub51,3,A,395,1,833,c,p,r,s,1,2,25%,75%
sub51,3,A,396,1,1427,i,m,s,s,1,3,25%,75%
sub51,3,A,397,1,851,c,m,r,s,1,4,25%,75%
sub51,3,A,405,1,762,c,p,s,s,4,2,25%,75%
sub51,3,A,406,1,750,i,p,r,s,4,3,25%,75%
sub51,3,A,407,1,822,i,p,r,s,4,4,25%,75%
sub51,3,A,415,1,1122,c,m,s,s,3,2,25%,75%
sub51,3,A,416,1,916,i,m,r,s,3,3,25%,75%
sub51,3,A,417,1,760,c,p,s,s,3,4,25%,75%
sub51,3,A,425,1,894,c,p,r,s,1,2,25%,75%
sub51,3,A,426,1,902,i,m,s,s,1,3,25%,75%
sub51,3,A,427,1,842,c,m,r,s,1,4,25%,75%
sub51,3,A,435,1,842,c,m,s,s,3,2,25%,75%
sub51,3,A,436,1,922,i,m,r,s,3,3,25%,75%
sub51,3,A,437,1,968,c,p,s,s,3,4,25%,75%
sub51,3,A,444,1,813,c,m,r,s,1,2,25%,75%
sub51,3,A,445,0,806,i,p,s,s,1,3,25%,75%
sub51,3,A,446,1,956,c,p,r,s,1,4,25%,75%
sub51,3,A,454,1,876,c,m,r,s,2,2,25%,75%
sub51,3,A,455,1,1189,i,p,s,s,2,3,25%,75%
sub51,3,A,456,1,855,i,m,s,s,2,4,25%,75%
sub51,3,A,462,1,850,c,m,s,s,4,2,25%,75%
sub51,3,A,463,1,779,i,m,r,s,4,3,25%,75%
sub51,3,A,464,1,884,i,m,r,s,4,4,25%,75%
sub51,3,A,472,1,849,c,p,r,s,1,2,25%,75%
sub51,3,A,473,1,1063,i,m,s,s,1,3,25%,75%
sub51,3,A,474,1,766,c,m,r,s,1,4,25%,75%
sub51,4,D,487,1,838,c,p,s,s,4,2,75%,25%
sub51,4,D,488,1,783,i,p,r,s,4,3,75%,25%
sub51,4,D,489,1,853,i,p,r,s,4,4,75%,25%
sub51,4,D,495,1,754,c,p,r,s,2,2,75%,25%
sub51,4,D,496,1,912,i,m,s,s,2,3,75%,25%
sub51,4,D,497,1,829,i,p,s,s,2,4,75%,25%
sub51,4,D,505,1,1144,c,m,r,s,2,2,75%,25%
sub51,4,D,506,1,875,i,p,s,s,2,3,75%,25%
sub51,4,D,507,1,965,i,m,s,s,2,4,75%,25%
sub51,4,D,515,1,1000,c,m,s,s,3,2,75%,25%
sub51,4,D,516,1,1145,i,m,r,s,3,3,75%,25%
sub51,4,D,517,1,751,c,p,s,s,3,4,75%,25%
sub51,4,D,525,1,870,c,m,s,s,3,2,75%,25%
sub51,4,D,526,1,900,i,m,r,s,3,3,75%,25%
sub51,4,D,527,1,778,c,p,s,s,3,4,75%,25%
sub51,4,D,534,1,781,c,p,s,s,4,2,75%,25%
sub51,4,D,535,1,785,i,p,r,s,4,3,75%,25%
sub51,4,D,536,1,753,i,p,r,s,4,4,75%,25%
sub51,4,D,544,1,843,c,p,r,s,2,2,75%,25%
sub51,4,D,545,0,1048,i,m,s,s,2,3,75%,25%
sub51,4,D,546,1,980,i,p,s,s,2,4,75%,25%
sub51,4,D,554,1,754,c,p,r,s,1,2,75%,25%
sub51,4,D,555,1,1097,i,m,s,s,1,3,75%,25%
sub51,4,D,556,1,797,c,m,r,s,1,4,75%,25%
sub51,4,D,564,1,1158,c,m,s,s,4,2,75%,25%
sub51,4,D,565,1,1062,i,m,r,s,4,3,75%,25%
sub51,4,D,566,1,864,i,m,r,s,4,4,75%,25%
sub51,4,D,574,1,869,c,p,s,s,3,2,75%,25%
sub51,4,D,575,1,956,i,p,r,s,3,3,75%,25%
sub51,4,D,576,1,735,c,m,s,s,3,4,75%,25%
sub51,4,D,583,1,799,c,p,r,s,1,2,75%,25%
sub51,4,D,584,1,1022,i,m,s,s,1,3,75%,25%
sub51,4,D,585,1,873,c,m,r,s,1,4,75%,25%
sub51,4,D,593,1,848,c,m,s,s,3,2,75%,25%
sub51,4,D,594,1,833,i,m,r,s,3,3,75%,25%
sub51,4,D,595,1,1050,c,p,s,s,3,4,75%,25%
sub51,4,D,603,1,760,c,m,r,s,1,2,75%,25%
sub51,4,D,604,0,1028,i,p,s,s,1,3,75%,25%
sub51,4,D,605,1,985,c,p,r,s,1,4,75%,25%
sub51,4,D,613,1,834,c,m,r,s,2,2,75%,25%
sub51,4,D,614,1,1024,i,p,s,s,2,3,75%,25%
sub51,4,D,615,0,1183,i,m,s,s,2,4,75%,25%
sub51,4,D,622,1,783,c,p,s,s,4,2,75%,25%
sub51,4,D,623,1,984,i,p,r,s,4,3,75%,25%
sub51,4,D,624,1,1008,i,p,r,s,4,4,75%,25%
sub51,4,D,632,1,959,c,m,r,s,1,2,75%,25%
sub51,4,D,633,1,794,i,p,s,s,1,3,75%,25%
sub51,4,D,634,1,687,c,p,r,s,1,4,75%,25%
sub52,1,B,7,1,1064,c,p,s,s,3,2,75%,75%
sub52,1,B,8,1,1012,i,p,r,s,3,3,75%,75%
sub52,1,B,9,0,987,c,m,s,s,3,4,75%,75%
sub52,1,B,16,1,891,c,p,r,s,2,2,75%,75%
sub52,1,B,17,1,843,i,m,s,s,2,3,75%,75%
sub52,1,B,18,1,1030,i,p,s,s,2,4,75%,75%
sub52,1,B,24,1,813,c,m,s,s,3,2,75%,75%
sub52,1,B,25,1,981,i,m,r,s,3,3,75%,75%
sub52,1,B,26,1,1141,c,p,s,s,3,4,75%,75%
sub52,1,B,34,1,849,c,m,r,s,2,2,75%,75%
sub52,1,B,35,1,1018,i,p,s,s,2,3,75%,75%
sub52,1,B,36,1,817,i,m,s,s,2,4,75%,75%
sub52,1,B,44,1,983,c,p,s,s,3,2,75%,75%
sub52,1,B,45,1,1001,i,p,r,s,3,3,75%,75%
sub52,1,B,46,1,806,c,m,s,s,3,4,75%,75%
sub52,1,B,54,1,827,c,m,r,s,2,2,75%,75%
sub52,1,B,55,1,993,i,p,s,s,2,3,75%,75%
sub52,1,B,56,1,1119,i,m,s,s,2,4,75%,75%
sub52,1,B,64,1,1125,c,p,s,s,4,2,75%,75%
sub52,1,B,65,1,1463,i,p,r,s,4,3,75%,75%
sub52,1,B,66,1,875,i,p,r,s,4,4,75%,75%
sub52,1,B,74,1,857,c,m,r,s,1,2,75%,75%
sub52,1,B,75,1,922,i,p,s,s,1,3,75%,75%
sub52,1,B,76,1,1318,c,p,r,s,1,4,75%,75%
sub52,1,B,84,1,807,c,m,s,s,4,2,75%,75%
sub52,1,B,85,1,977,i,m,r,s,4,3,75%,75%
sub52,1,B,86,1,937,i,m,r,s,4,4,75%,75%
sub52,1,B,93,0,1039,c,p,r,s,1,2,75%,75%
sub52,1,B,94,1,956,i,m,s,s,1,3,75%,75%
sub52,1,B,95,1,907,c,m,r,s,1,4,75%,75%
sub52,1,B,102,1,962,c,p,r,s,1,2,75%,75%
sub52,1,B,103,0,1183,i,m,s,s,1,3,75%,75%
sub52,1,B,104,1,1019,c,m,r,s,1,4,75%,75%
sub52,1,B,112,1,881,c,m,s,s,3,2,75%,75%
sub52,1,B,113,1,875,i,m,r,s,3,3,75%,75%
sub52,1,B,114,1,1189,c,p,s,s,3,4,75%,75%
sub52,1,B,122,1,844,c,m,s,s,4,2,75%,75%
sub52,1,B,123,1,934,i,m,r,s,4,3,75%,75%
sub52,1,B,124,1,910,i,m,r,s,4,4,75%,75%
sub52,1,B,132,1,816,c,m,r,s,2,2,75%,75%
sub52,1,B,133,1,852,i,p,s,s,2,3,75%,75%
sub52,1,B,134,1,946,i,m,s,s,2,4,75%,75%
sub52,1,B,142,1,990,c,p,r,s,1,2,75%,75%
sub52,1,B,143,1,897,i,m,s,s,1,3,75%,75%
sub52,1,B,144,0,885,c,m,r,s,1,4,75%,75%
sub52,1,B,152,1,831,c,p,s,s,4,2,75%,75%
sub52,1,B,153,1,1142,i,p,r,s,4,3,75%,75%
sub52,1,B,154,1,976,i,p,r,s,4,4,75%,75%
sub52,2,C,167,1,1146,c,p,s,s,3,2,25%,25%
sub52,2,C,168,1,1046,i,p,r,s,3,3,25%,25%
sub52,2,C,169,1,887,c,m,s,s,3,4,25%,25%
sub52,2,C,177,1,780,c,m,r,s,2,2,25%,25%
sub52,2,C,178,1,966,i,p,s,s,2,3,25%,25%
sub52,2,C,179,1,934,i,m,s,s,2,4,25%,25%
sub52,2,C,187,1,1154,c,m,s,s,3,2,25%,25%
sub52,2,C,188,1,820,i,m,r,s,3,3,25%,25%
sub52,2,C,189,1,1012,c,p,s,s,3,4,25%,25%
sub52,2,C,197,1,922,c,m,r,s,2,2,25%,25%
sub52,2,C,198,1,1095,i,p,s,s,2,3,25%,25%
