subject,block,blockType,trialCount,acc,RT,congruency,cuedTask,taskSequence,sequenceType,sequenceKind,sequencePosition,switchProp,incongruentProp
sub15,1,A,144,1,1094,c,p,s,s,3,4,25%,75%
sub15,1,A,152,1,1043,c,m,r,s,2,2,25%,75%
sub15,1,A,153,1,1393,i,p,s,s,2,3,25%,75%
sub15,1,A,154,1,1354,i,m,s,s,2,4,25%,75%
sub15,2,B,167,1,880,c,m,r,s,2,2,75%,75%
sub15,2,B,168,0,1381,i,p,s,s,2,3,75%,75%
sub15,2,B,169,1,1343,i,m,s,s,2,4,75%,75%
sub15,2,B,177,0,772,c,p,r,s,2,2,75%,75%
sub15,2,B,178,0,1045,i,m,s,s,2,3,75%,75%
sub15,2,B,179,0,NA,i,p,s,s,2,4,75%,75%
sub15,2,B,187,1,1050,c,m,s,s,4,2,75%,75%
sub15,2,B,188,1,1164,i,m,r,s,4,3,75%,75%
sub15,2,B,189,1,1079,i,m,r,s,4,4,75%,75%
sub15,2,B,197,1,1044,c,p,s,s,4,2,75%,75%
sub15,2,B,198,1,962,i,p,r,s,4,3,75%,75%
sub15,2,B,199,0,1003,i,p,r,s,4,4,75%,75%
sub15,2,B,207,1,990,c,m,s,s,3,2,75%,75%
sub15,2,B,208,1,953,i,m,r,s,3,3,75%,75%
sub15,2,B,209,1,1098,c,p,s,s,3,4,75%,75%
sub15,2,B,217,1,1143,c,p,r,s,1,2,75%,75%
sub15,2,B,218,1,1172,i,m,s,s,1,3,75%,75%
sub15,2,B,219,1,995,c,m,r,s,1,4,75%,75%
sub15,2,B,227,1,1257,c,p,r,s,1,2,75%,75%
sub15,2,B,228,0,907,i,m,s,s,1,3,75%,75%
sub15,2,B,229,1,982,c,m,r,s,1,4,75%,75%
sub15,2,B,237,1,1282,c,m,s,s,3,2,75%,75%
sub15,2,B,238,0,895,i,m,r,s,3,3,75%,75%
sub15,2,B,239,1,1233,c,p,s,s,3,4,75%,75%
sub15,2,B,247,1,926,c,p,s,s,4,2,75%,75%
sub15,2,B,248,1,970,i,p,r,s,4,3,75%,75%
sub15,2,B,249,1,1000,i,p,r,s,4,4,75%,75%
sub15,2,B,256,1,1331,c,p,s,s,3,2,75%,75%
sub15,2,B,257,0,NA,i,p,r,s,3,3,75%,75%
sub15,2,B,258,1,953,c,m,s,s,3,4,75%,75%
sub15,2,B,265,1,1382,c,p,r,s,1,2,75%,75%
sub15,2,B,266,1,1459,i,m,s,s,1,3,75%,75%
sub15,2,B,267,1,1156,c,m,r,s,1,4,75%,75%
sub15,2,B,273,1,1136,c,m,r,s,1,2,75%,75%
sub15,2,B,274,1,1260,i,p,s,s,1,3,75%,75%
sub15,2,B,275,1,1007,c,p,r,s,1,4,75%,75%
sub15,2,B,283,1,943,c,p,r,s,2,2,75%,75%
sub15,2,B,284,0,1106,i,m,s,s,2,3,75%,75%
sub15,2,B,285,1,987,i,p,s,s,2,4,75%,75%
sub15,2,B,293,0,1363,c,p,s,s,4,2,75%,75%
sub15,2,B,294,0,NA,i,p,r,s,4,3,75%,75%
sub15,2,B,295,1,941,i,p,r,s,4,4,75%,75%
sub15,2,B,302,1,1376,c,m,s,s,3,2,75%,75%
sub15,2,B,303,1,1179,i,m,r,s,3,3,75%,75%
sub15,2,B,304,1,923,c,p,s,s,3,4,75%,75%
sub15,2,B,312,1,1020,c,p,r,s,2,2,75%,75%
sub15,2,B,313,0,1210,i,m,s,s,2,3,75%,75%
sub15,2,B,314,1,1441,i,p,s,s,2,4,75%,75%
sub15,3,D,327,1,877,c,m,r,s,2,2,75%,25%
sub15,3,D,328,1,797,i,p,s,s,2,3,75%,25%
sub15,3,D,329,1,1017,i,m,s,s,2,4,75%,25%
sub15,3,D,337,1,946,c,p,r,s,2,2,75%,25%
sub15,3,D,338,1,1153,i,m,s,s,2,3,75%,25%
sub15,3,D,339,0,880,i,p,s,s,2,4,75%,25%
sub15,3,D,347,1,844,c,m,s,s,4,2,75%,25%
sub15,3,D,348,0,1120,i,m,r,s,4,3,75%,25%
sub15,3,D,349,0,925,i,m,r,s,4,4,75%,25%
sub15,3,D,357,1,1025,c,m,s,s,4,2,75%,25%
sub15,3,D,358,0,1053,i,m,r,s,4,3,75%,25%
sub15,3,D,359,1,1250,i,m,r,s,4,4,75%,25%
sub15,3,D,367,1,923,c,p,s,s,3,2,75%,25%
sub15,3,D,368,0,1128,i,p,r,s,3,3,75%,25%
sub15,3,D,369,1,956,c,m,s,s,3,4,75%,25%
sub15,3,D,377,0,1106,c,m,r,s,1,2,75%,25%
sub15,3,D,378,1,1019,i,p,s,s,1,3,75%,25%
sub15,3,D,379,1,939,c,p,r,s,1,4,75%,25%
sub15,3,D,387,1,878,c,p,r,s,1,2,75%,25%
sub15,3,D,388,0,869,i,m,s,s,1,3,75%,25%
sub15,3,D,389,1,947,c,m,r,s,1,4,75%,25%
sub15,3,D,396,1,1290,c,p,s,s,3,2,75%,25%
sub15,3,D,397,1,922,i,p,r,s,3,3,75%,25%
sub15,3,D,398,1,1011,c,m,s,s,3,4,75%,25%
sub15,3,D,406,1,960,c,m,s,s,4,2,75%,25%
sub15,3,D,407,0,1135,i,m,r,s,4,3,75%,25%
sub15,3,D,408,1,1056,i,m,r,s,4,4,75%,25%
sub15,3,D,414,1,917,c,m,s,s,3,2,75%,25%
sub15,3,D,415,1,1062,i,m,r,s,3,3,75%,25%
sub15,3,D,416,1,927,c,p,s,s,3,4,75%,25%
sub15,3,D,424,1,1019,c,p,r,s,1,2,75%,25%
sub15,3,D,425,1,1002,i,m,s,s,1,3,75%,25%
sub15,3,D,426,1,893,c,m,r,s,1,4,75%,25%
sub15,3,D,434,1,834,c,p,r,s,1,2,75%,25%
sub15,3,D,435,1,906,i,m,s,s,1,3,75%,25%
sub15,3,D,436,1,1668,c,m,r,s,1,4,75%,25%
sub15,3,D,443,1,1071,c,p,r,s,2,2,75%,25%
sub15,3,D,444,1,1428,i,m,s,s,2,3,75%,25%
sub15,3,D,445,1,1068,i,p,s,s,2,4,75%,25%
sub15,3,D,453,1,897,c,p,s,s,4,2,75%,25%
sub15,3,D,454,1,906,i,p,r,s,4,3,75%,25%
sub15,3,D,455,0,1027,i,p,r,s,4,4,75%,25%
sub15,3,D,463,1,1435,c,p,s,s,3,2,75%,25%
sub15,3,D,464,1,989,i,p,r,s,3,3,75%,25%
sub15,3,D,465,1,1002,c,m,s,s,3,4,75%,25%
sub15,3,D,473,1,1278,c,m,r,s,2,2,75%,25%
sub15,3,D,474,1,1186,i,p,s,s,2,3,75%,25%
sub15,3,D,475,1,1118,i,m,s,s,2,4,75%,25%
sub15,4,C,487,1,908,c,m,r,s,2,2,25%,25%
sub15,4,C,488,1,845,i,p,s,s,2,3,25%,25%
sub15,4,C,489,1,1007,i,m,s,s,2,4,25%,25%
sub15,4,C,497,1,802,c,m,r,s,2,2,25%,25%
sub15,4,C,498,1,920,i,p,s,s,2,3,25%,25%
sub15,4,C,499,0,783,i,m,s,s,2,4,25%,25%
sub15,4,C,507,1,923,c,m,s,s,4,2,25%,25%
sub15,4,C,508,1,874,i,m,r,s,4,3,25%,25%
sub15,4,C,509,0,827,i,m,r,s,4,4,25%,25%
sub15,4,C,517,1,1234,c,m,s,s,4,2,25%,25%
sub15,4,C,518,0,1265,i,m,r,s,4,3,25%,25%
sub15,4,C,519,1,970,i,m,r,s,4,4,25%,25%
sub15,4,C,527,1,831,c,m,s,s,3,2,25%,25%
sub15,4,C,528,0,766,i,m,r,s,3,3,25%,25%
sub15,4,C,529,1,835,c,p,s,s,3,4,25%,25%
sub15,4,C,536,1,935,c,m,r,s,1,2,25%,25%
sub15,4,C,537,1,832,i,p,s,s,1,3,25%,25%
sub15,4,C,538,1,1005,c,p,r,s,1,4,25%,25%
sub15,4,C,545,1,969,c,p,r,s,1,2,25%,25%
sub15,4,C,546,1,1437,i,m,s,s,1,3,25%,25%
sub15,4,C,547,1,994,c,m,r,s,1,4,25%,25%
sub15,4,C,555,1,1192,c,p,s,s,3,2,25%,25%
sub15,4,C,556,1,910,i,p,r,s,3,3,25%,25%
sub15,4,C,557,1,886,c,m,s,s,3,4,25%,25%
sub15,4,C,565,1,875,c,p,s,s,4,2,25%,25%
sub15,4,C,566,1,1022,i,p,r,s,4,3,25%,25%
sub15,4,C,567,1,1111,i,p,r,s,4,4,25%,25%
sub15,4,C,575,1,1216,c,p,s,s,3,2,25%,25%
sub15,4,C,576,1,985,i,p,r,s,3,3,25%,25%
sub15,4,C,577,1,1001,c,m,s,s,3,4,25%,25%
sub15,4,C,585,1,971,c,p,r,s,1,2,25%,25%
sub15,4,C,586,0,856,i,m,s,s,1,3,25%,25%
sub15,4,C,587,1,782,c,m,r,s,1,4,25%,25%
sub15,4,C,595,1,928,c,m,r,s,1,2,25%,25%
sub15,4,C,596,0,986,i,p,s,s,1,3,25%,25%
sub15,4,C,597,1,1102,c,p,r,s,1,4,25%,25%
sub15,4,C,605,1,973,c,m,r,s,2,2,25%,25%
sub15,4,C,606,1,1040,i,p,s,s,2,3,25%,25%
sub15,4,C,607,0,791,i,m,s,s,2,4,25%,25%
sub15,4,C,614,1,781,c,m,s,s,4,2,25%,25%
sub15,4,C,615,1,1084,i,m,r,s,4,3,25%,25%
sub15,4,C,616,1,1049,i,m,r,s,4,4,25%,25%
sub15,4,C,624,1,939,c,m,s,s,3,2,25%,25%
sub15,4,C,625,0,1042,i,m,r,s,3,3,25%,25%
sub15,4,C,626,1,955,c,p,s,s,3,4,25%,25%
sub15,4,C,632,1,880,c,p,r,s,2,2,25%,25%
sub15,4,C,633,0,1138,i,m,s,s,2,3,25%,25%
sub15,4,C,634,1,1431,i,p,s,s,2,4,25%,25%
sub16,1,B,6,1,1282,c,m,s,s,4,2,75%,75%
sub16,1,B,7,1,1170,i,m,r,s,4,3,75%,75%
sub16,1,B,8,1,888,i,m,r,s,4,4,75%,75%
sub16,1,B,16,1,891,c,p,r,s,2,2,75%,75%
sub16,1,B,17,0,889,i,m,s,s,2,3,75%,75%
sub16,1,B,18,1,933,i,p,s,s,2,4,75%,75%
sub16,1,B,26,1,1044,c,p,s,s,3,2,75%,75%
sub16,1,B,27,1,818,i,p,r,s,3,3,75%,75%
sub16,1,B,28,1,1138,c,m,s,s,3,4,75%,75%
sub16,1,B,36,1,883,c,p,s,s,4,2,75%,75%
sub16,1,B,37,1,732,i,p,r,s,4,3,75%,75%
sub16,1,B,38,1,1141,i,p,r,s,4,4,75%,75%
sub16,1,B,46,1,800,c,p,s,s,4,2,75%,75%
sub16,1,B,47,1,760,i,p,r,s,4,3,75%,75%
sub16,1,B,48,1,1078,i,p,r,s,4,4,75%,75%
sub16,1,B,56,1,1066,c,m,s,s,3,2,75%,75%
sub16,1,B,57,1,1111,i,m,r,s,3,3,75%,75%
sub16,1,B,58,1,766,c,p,s,s,3,4,75%,75%
sub16,1,B,66,1,1162,c,m,s,s,4,2,75%,75%
sub16,1,B,67,1,1343,i,m,r,s,4,3,75%,75%
sub16,1,B,68,0,NA,i,m,r,s,4,4,75%,75%
sub16,1,B,76,1,847,c,p,r,s,1,2,75%,75%
sub16,1,B,77,0,NA,i,m,s,s,1,3,75%,75%
sub16,1,B,78,1,1002,c,m,r,s,1,4,75%,75%
sub16,1,B,84,1,831,c,m,r,s,2,2,75%,75%
sub16,1,B,85,1,1257,i,p,s,s,2,3,75%,75%
sub16,1,B,86,1,936,i,m,s,s,2,4,75%,75%
sub16,1,B,94,1,1314,c,m,r,s,1,2,75%,75%
sub16,1,B,95,1,1016,i,p,s,s,1,3,75%,75%
sub16,1,B,96,1,923,c,p,r,s,1,4,75%,75%
sub16,1,B,104,1,1126,c,m,s,s,3,2,75%,75%
sub16,1,B,105,1,1088,i,m,r,s,3,3,75%,75%
sub16,1,B,106,1,1128,c,p,s,s,3,4,75%,75%
sub16,1,B,114,1,845,c,m,r,s,1,2,75%,75%
sub16,1,B,115,1,876,i,p,s,s,1,3,75%,75%
sub16,1,B,116,1,1132,c,p,r,s,1,4,75%,75%
sub16,1,B,123,1,968,c,p,r,s,2,2,75%,75%
sub16,1,B,124,1,1067,i,m,s,s,2,3,75%,75%
sub16,1,B,125,1,1288,i,p,s,s,2,4,75%,75%
sub16,1,B,133,1,748,c,p,r,s,1,2,75%,75%
sub16,1,B,134,1,1324,i,m,s,s,1,3,75%,75%
sub16,1,B,135,1,887,c,m,r,s,1,4,75%,75%
sub16,1,B,143,0,NA,c,m,r,s,2,2,75%,75%
sub16,1,B,144,1,916,i,p,s,s,2,3,75%,75%
sub16,1,B,145,1,687,i,m,s,s,2,4,75%,75%
sub16,1,B,152,0,1344,c,m,s,s,3,2,75%,75%
sub16,1,B,153,1,1120,i,m,r,s,3,3,75%,75%
sub16,1,B,154,1,857,c,p,s,s,3,4,75%,75%
sub16,2,C,167,1,858,c,m,s,s,4,2,25%,25%
sub16,2,C,168,0,945,i,m,r,s,4,3,25%,25%
sub16,2,C,169,1,945,i,m,r,s,4,4,25%,25%
sub16,2,C,176,1,1220,c,m,r,s,2,2,25%,25%
sub16,2,C,177,0,1187,i,p,s,s,2,3,25%,25%
sub16,2,C,178,0,NA,i,m,s,s,2,4,25%,25%
sub16,2,C,186,1,729,c,m,s,s,3,2,25%,25%
sub16,2,C,187,0,881,i,m,r,s,3,3,25%,25%
sub16,2,C,188,1,778,c,p,s,s,3,4,25%,25%
sub16,2,C,196,1,1004,c,p,s,s,4,2,25%,25%
sub16,2,C,197,1,1031,i,p,r,s,4,3,25%,25%
sub16,2,C,198,1,790,i,p,r,s,4,4,25%,25%
sub16,2,C,206,0,NA,c,m,s,s,4,2,25%,25%
sub16,2,C,207,1,1032,i,m,r,s,4,3,25%,25%
sub16,2,C,208,0,1063,i,m,r,s,4,4,25%,25%
sub16,2,C,216,1,750,c,m,s,s,3,2,25%,25%
sub16,2,C,217,0,993,i,m,r,s,3,3,25%,25%
sub16,2,C,218,1,867,c,p,s,s,3,4,25%,25%
sub16,2,C,226,1,712,c,p,s,s,4,2,25%,25%
sub16,2,C,227,1,930,i,p,r,s,4,3,25%,25%
sub16,2,C,228,1,851,i,p,r,s,4,4,25%,25%
sub16,2,C,234,1,837,c,p,r,s,1,2,25%,25%
sub16,2,C,235,0,798,i,m,s,s,1,3,25%,25%
sub16,2,C,236,1,882,c,m,r,s,1,4,25%,25%
sub16,2,C,244,1,680,c,m,r,s,2,2,25%,25%
sub16,2,C,245,1,973,i,p,s,s,2,3,25%,25%
sub16,2,C,246,1,1019,i,m,s,s,2,4,25%,25%
sub16,2,C,254,1,665,c,p,r,s,1,2,25%,25%
sub16,2,C,255,1,879,i,m,s,s,1,3,25%,25%
sub16,2,C,256,1,1044,c,m,r,s,1,4,25%,25%
sub16,2,C,264,1,779,c,p,s,s,3,2,25%,25%
sub16,2,C,265,1,882,i,p,r,s,3,3,25%,25%
sub16,2,C,266,1,844,c,m,s,s,3,4,25%,25%
sub16,2,C,274,1,821,c,p,r,s,1,2,25%,25%
sub16,2,C,275,1,981,i,m,s,s,1,3,25%,25%
sub16,2,C,276,1,1085,c,m,r,s,1,4,25%,25%
sub16,2,C,282,1,870,c,m,r,s,2,2,25%,25%
sub16,2,C,283,1,988,i,p,s,s,2,3,25%,25%
sub16,2,C,284,0,1047,i,m,s,s,2,4,25%,25%
sub16,2,C,292,1,799,c,m,r,s,1,2,25%,25%
sub16,2,C,293,1,1000,i,p,s,s,1,3,25%,25%
sub16,2,C,294,1,829,c,p,r,s,1,4,25%,25%
sub16,2,C,302,1,797,c,m,r,s,2,2,25%,25%
sub16,2,C,303,1,704,i,p,s,s,2,3,25%,25%
sub16,2,C,304,0,739,i,m,s,s,2,4,25%,25%
sub16,2,C,312,1,710,c,m,s,s,3,2,25%,25%
sub16,2,C,313,1,1036,i,m,r,s,3,3,25%,25%
sub16,2,C,314,1,804,c,p,s,s,3,4,25%,25%
sub16,3,A,327,1,636,c,p,s,s,4,2,25%,75%
sub16,3,A,328,0,782,i,p,r,s,4,3,25%,75%
sub16,3,A,329,1,785,i,p,r,s,4,4,25%,75%
sub16,3,A,337,1,725,c,m,r,s,2,2,25%,75%
sub16,3,A,338,1,1171,i,p,s,s,2,3,25%,75%
sub16,3,A,339,1,955,i,m,s,s,2,4,25%,75%
sub16,3,A,347,1,1014,c,p,s,s,3,2,25%,75%
sub16,3,A,348,1,1169,i,p,r,s,3,3,25%,75%
sub16,3,A,349,1,1230,c,m,s,s,3,4,25%,75%
sub16,3,A,356,1,881,c,m,s,s,4,2,25%,75%
sub16,3,A,357,1,891,i,m,r,s,4,3,25%,75%
sub16,3,A,358,1,849,i,m,r,s,4,4,25%,75%
sub16,3,A,366,1,720,c,p,s,s,4,2,25%,75%
sub16,3,A,367,1,830,i,p,r,s,4,3,25%,75%
sub16,3,A,368,1,916,i,p,r,s,4,4,25%,75%
sub16,3,A,376,1,879,c,p,s,s,3,2,25%,75%
sub16,3,A,377,1,796,i,p,r,s,3,3,25%,75%
sub16,3,A,378,1,1422,c,m,s,s,3,4,25%,75%
sub16,3,A,385,1,769,c,m,s,s,4,2,25%,75%
sub16,3,A,386,1,877,i,m,r,s,4,3,25%,75%
sub16,3,A,387,1,1134,i,m,r,s,4,4,25%,75%
sub16,3,A,394,1,782,c,p,r,s,1,2,25%,75%
sub16,3,A,395,1,801,i,m,s,s,1,3,25%,75%
sub16,3,A,396,1,748,c,m,r,s,1,4,25%,75%
sub16,3,A,404,1,828,c,m,r,s,2,2,25%,75%
sub16,3,A,405,1,1024,i,p,s,s,2,3,25%,75%
sub16,3,A,406,1,969,i,m,s,s,2,4,25%,75%
sub16,3,A,414,1,864,c,m,r,s,1,2,25%,75%
sub16,3,A,415,0,827,i,p,s,s,1,3,25%,75%
sub16,3,A,416,1,784,c,p,r,s,1,4,25%,75%
sub16,3,A,424,1,956,c,p,s,s,3,2,25%,75%
sub16,3,A,425,1,936,i,p,r,s,3,3,25%,75%
sub16,3,A,426,1,932,c,m,s,s,3,4,25%,75%
sub16,3,A,434,1,879,c,m,r,s,1,2,25%,75%
sub16,3,A,435,1,1048,i,p,s,s,1,3,25%,75%
sub16,3,A,436,1,797,c,p,r,s,1,4,25%,75%
sub16,3,A,444,1,952,c,p,r,s,2,2,25%,75%
sub16,3,A,445,1,1030,i,m,s,s,2,3,25%,75%
sub16,3,A,446,1,893,i,p,s,s,2,4,25%,75%
sub16,3,A,454,1,935,c,m,r,s,1,2,25%,75%
sub16,3,A,455,1,799,i,p,s,s,1,3,25%,75%
sub16,3,A,456,1,748,c,p,r,s,1,4,25%,75%
sub16,3,A,464,1,1113,c,m,r,s,2,2,25%,75%
sub16,3,A,465,1,974,i,p,s,s,2,3,25%,75%
sub16,3,A,466,1,1449,i,m,s,s,2,4,25%,75%
sub16,3,A,474,1,843,c,m,s,s,3,2,25%,75%
sub16,3,A,475,1,1040,i,m,r,s,3,3,25%,75%
sub16,3,A,476,1,754,c,p,s,s,3,4,25%,75%
sub16,4,D,487,1,815,c,p,s,s,4,2,75%,25%
sub16,4,D,488,1,687,i,p,r,s,4,3,75%,25%
sub16,4,D,489,1,1079,i,p,r,s,4,4,75%,25%
sub16,4,D,497,1,1062,c,m,r,s,2,2,75%,25%
sub16,4,D,498,1,853,i,p,s,s,2,3,75%,25%
sub16,4,D,499,0,917,i,m,s,s,2,4,75%,25%
sub16,4,D,507,1,859,c,m,s,s,3,2,75%,25%
sub16,4,D,508,1,889,i,m,r,s,3,3,75%,25%
sub16,4,D,509,1,608,c,p,s,s,3,4,75%,25%
sub16,4,D,517,1,908,c,m,s,s,4,2,75%,25%
sub16,4,D,518,1,1112,i,m,r,s,4,3,75%,25%
sub16,4,D,519,1,787,i,m,r,s,4,4,75%,25%
sub16,4,D,527,1,1163,c,p,s,s,4,2,75%,25%
sub16,4,D,528,1,955,i,p,r,s,4,3,75%,25%
sub16,4,D,529,1,690,i,p,r,s,4,4,75%,25%
sub16,4,D,537,1,1101,c,p,s,s,3,2,75%,25%
sub16,4,D,538,1,828,i,p,r,s,3,3,75%,25%
sub16,4,D,539,1,818,c,m,s,s,3,4,75%,25%
sub16,4,D,547,1,712,c,p,s,s,4,2,75%,25%
sub16,4,D,548,1,673,i,p,r,s,4,3,75%,25%
sub16,4,D,549,1,1080,i,p,r,s,4,4,75%,25%
sub16,4,D,557,1,771,c,m,r,s,1,2,75%,25%
sub16,4,D,558,1,875,i,p,s,s,1,3,75%,25%
sub16,4,D,559,1,720,c,p,r,s,1,4,75%,25%
sub16,4,D,565,1,721,c,p,r,s,2,2,75%,25%
sub16,4,D,566,0,794,i,m,s,s,2,3,75%,25%
sub16,4,D,567,1,846,i,p,s,s,2,4,75%,25%
sub16,4,D,574,1,1142,c,m,r,s,1,2,75%,25%
sub16,4,D,575,1,1097,i,p,s,s,1,3,75%,25%
sub16,4,D,576,1,875,c,p,r,s,1,4,75%,25%
sub16,4,D,582,0,NA,c,m,s,s,3,2,75%,25%
sub16,4,D,583,0,1140,i,m,r,s,3,3,75%,25%
sub16,4,D,584,1,1373,c,p,s,s,3,4,75%,25%
sub16,4,D,592,1,828,c,m,r,s,1,2,75%,25%
sub16,4,D,593,1,1295,i,p,s,s,1,3,75%,25%
sub16,4,D,594,1,1378,c,p,r,s,1,4,75%,25%
sub16,4,D,602,1,1207,c,p,r,s,2,2,75%,25%
sub16,4,D,603,0,NA,i,m,s,s,2,3,75%,25%
sub16,4,D,604,1,1220,i,p,s,s,2,4,75%,25%
sub16,4,D,612,1,788,c,m,r,s,1,2,75%,25%
sub16,4,D,613,1,1000,i,p,s,s,1,3,75%,25%
sub16,4,D,614,1,898,c,p,r,s,1,4,75%,25%
sub16,4,D,622,1,813,c,m,r,s,2,2,75%,25%
sub16,4,D,623,1,1128,i,p,s,s,2,3,75%,25%
sub16,4,D,624,0,922,i,m,s,s,2,4,75%,25%
sub16,4,D,632,1,1024,c,p,s,s,3,2,75%,25%
sub16,4,D,633,0,940,i,p,r,s,3,3,75%,25%
sub16,4,D,634,1,745,c,m,s,s,3,4,75%,25%
sub17,1,A,6,1,1393,c,p,r,s,1,2,25%,75%
sub17,1,A,7,1,1102,i,m,s,s,1,3,25%,75%
sub17,1,A,8,1,1095,c,m,r,s,1,4,25%,75%
sub17,1,A,16,0,902,c,p,s,s,4,2,25%,75%
sub17,1,A,17,1,1008,i,p,r,s,4,3,25%,75%
sub17,1,A,18,1,1315,i,p,r,s,4,4,25%,75%
sub17,1,A,26,1,1016,c,p,r,s,1,2,25%,75%
sub17,1,A,27,0,1039,i,m,s,s,1,3,25%,75%
sub17,1,A,28,1,988,c,m,r,s,1,4,25%,75%
sub17,1,A,36,0,985,c,m,s,s,3,2,25%,75%
sub17,1,A,37,0,1021,i,m,r,s,3,3,25%,75%
sub17,1,A,38,1,1190,c,p,s,s,3,4,25%,75%
sub17,1,A,45,0,1097,c,p,s,s,4,2,25%,75%
sub17,1,A,46,1,1112,i,p,r,s,4,3,25%,75%
sub17,1,A,47,1,1168,i,p,r,s,4,4,25%,75%
sub17,1,A,55,1,935,c,p,r,s,2,2,25%,75%
sub17,1,A,56,0,891,i,m,s,s,2,3,25%,75%
sub17,1,A,57,0,NA,i,p,s,s,2,4,25%,75%
sub17,1,A,65,0,873,c,m,s,s,3,2,25%,75%
sub17,1,A,66,0,1072,i,m,r,s,3,3,25%,75%
sub17,1,A,67,1,1455,c,p,s,s,3,4,25%,75%
sub17,1,A,74,1,1052,c,p,r,s,2,2,25%,75%
sub17,1,A,75,0,874,i,m,s,s,2,3,25%,75%
sub17,1,A,76,1,1285,i,p,s,s,2,4,25%,75%
sub17,1,A,84,1,893,c,p,s,s,4,2,25%,75%
sub17,1,A,85,1,954,i,p,r,s,4,3,25%,75%
sub17,1,A,86,1,813,i,p,r,s,4,4,25%,75%
sub17,1,A,92,1,906,c,p,r,s,1,2,25%,75%
sub17,1,A,93,1,1190,i,m,s,s,1,3,25%,75%
sub17,1,A,94,1,1027,c,m,r,s,1,4,25%,75%
sub17,1,A,102,0,1405,c,p,r,s,2,2,25%,75%
sub17,1,A,103,0,1049,i,m,s,s,2,3,25%,75%
sub17,1,A,104,1,1110,i,p,s,s,2,4,25%,75%
sub17,1,A,112,0,1047,c,p,s,s,3,2,25%,75%
sub17,1,A,113,1,919,i,p,r,s,3,3,25%,75%
sub17,1,A,114,1,1020,c,m,s,s,3,4,25%,75%
sub17,1,A,122,0,1172,c,p,s,s,3,2,25%,75%
sub17,1,A,123,1,1067,i,p,r,s,3,3,25%,75%
sub17,1,A,124,0,993,c,m,s,s,3,4,25%,75%
sub17,1,A,132,1,1058,c,m,s,s,4,2,25%,75%
sub17,1,A,133,1,986,i,m,r,s,4,3,25%,75%
sub17,1,A,134,1,1121,i,m,r,s,4,4,25%,75%
sub17,1,A,142,1,882,c,m,r,s,1,2,25%,75%
sub17,1,A,143,0,1001,i,p,s,s,1,3,25%,75%
sub17,1,A,144,0,1114,c,p,r,s,1,4,25%,75%
sub17,1,A,152,1,1016,c,p,r,s,2,2,25%,75%
sub17,1,A,153,0,884,i,m,s,s,2,3,25%,75%
sub17,1,A,154,0,927,i,p,s,s,2,4,25%,75%
sub17,2,B,167,1,1340,c,m,r,s,1,2,75%,75%
sub17,2,B,168,1,1056,i,p,s,s,1,3,75%,75%
sub17,2,B,169,0,937,c,p,r,s,1,4,75%,75%
sub17,2,B,177,1,893,c,m,s,s,4,2,75%,75%
sub17,2,B,178,1,1103,i,m,r,s,4,3,75%,75%
sub17,2,B,179,1,985,i,m,r,s,4,4,75%,75%
sub17,2,B,187,1,1023,c,m,r,s,1,2,75%,75%
sub17,2,B,188,1,1263,i,p,s,s,1,3,75%,75%
sub17,2,B,189,0,1268,c,p,r,s,1,4,75%,75%
sub17,2,B,197,0,1418,c,p,s,s,3,2,75%,75%
sub17,2,B,198,1,1250,i,p,r,s,3,3,75%,75%
sub17,2,B,199,1,1452,c,m,s,s,3,4,75%,75%
sub17,2,B,206,1,1163,c,p,s,s,4,2,75%,75%
sub17,2,B,207,1,1144,i,p,r,s,4,3,75%,75%
sub17,2,B,208,1,1031,i,p,r,s,4,4,75%,75%
sub17,2,B,215,1,1445,c,m,r,s,2,2,75%,75%
sub17,2,B,216,1,1086,i,p,s,s,2,3,75%,75%
sub17,2,B,217,1,1222,i,m,s,s,2,4,75%,75%
sub17,2,B,225,1,1317,c,p,s,s,3,2,75%,75%
sub17,2,B,226,1,961,i,p,r,s,3,3,75%,75%
sub17,2,B,227,1,1528,c,m,s,s,3,4,75%,75%
sub17,2,B,235,0,1089,c,m,r,s,2,2,75%,75%
sub17,2,B,236,0,1145,i,p,s,s,2,3,75%,75%
sub17,2,B,237,1,1426,i,m,s,s,2,4,75%,75%
sub17,2,B,245,1,1217,c,p,s,s,4,2,75%,75%
sub17,2,B,246,1,906,i,p,r,s,4,3,75%,75%
sub17,2,B,247,1,1008,i,p,r,s,4,4,75%,75%
sub17,2,B,255,0,1189,c,p,r,s,1,2,75%,75%
sub17,2,B,256,1,1050,i,m,s,s,1,3,75%,75%
sub17,2,B,257,1,1416,c,m,r,s,1,4,75%,75%
sub17,2,B,265,0,1120,c,m,r,s,2,2,75%,75%
sub17,2,B,266,1,1328,i,p,s,s,2,3,75%,75%
sub17,2,B,267,1,1359,i,m,s,s,2,4,75%,75%
sub17,2,B,274,1,1176,c,m,s,s,3,2,75%,75%
sub17,2,B,275,1,1144,i,m,r,s,3,3,75%,75%
sub17,2,B,276,0,1137,c,p,s,s,3,4,75%,75%
sub17,2,B,284,0,937,c,m,s,s,3,2,75%,75%
sub17,2,B,285,1,1450,i,m,r,s,3,3,75%,75%
sub17,2,B,286,1,1471,c,p,s,s,3,4,75%,75%
sub17,2,B,294,1,1361,c,m,s,s,4,2,75%,75%
